id,slug,url,name,description,category,platform,platform_role,tags,authors,repository,repository_host,registry,registry_name,doi,publication,website,blogpost,youtube,twitter,internetarchive,notes
8d92a1,demjanp,https://open-archaeo.info/post/demjanp/,demjanp,Radiocarbon dating resolution calculator.,Packages and libraries,Python,language,"Radiocarbon dating, calibration and sequencing",demjanp,https://github.com/demjanp/Res14C,GitHub,,,,,,,,,https://archive.org/details/github.com-demjanp-Res14C_-_2020-06-05_11-05-56,
6d814d,arkhe,https://open-archaeo.info/post/arkhe/,arkhe,Tools for cleaning rectangular data.,Packages and libraries,R,language,Schemas and ontologies,nfrerebeau,https://codeberg.org/tesselle/arkhe,Codeberg,https://CRAN.R-project.org/package=arkhe,CRAN,10.5281/zenodo.3526659,,https://packages.tesselle.org/arkhe/,,,,https://archive.org/details/github.com-tesselle-arkhe_-_2021-01-26_18-26-42,
49eaab,era,https://open-archaeo.info/post/era/,era,R package for year-based time scales,Packages and libraries,R,language,Schemas and ontologies,joeroe,https://github.com/joeroe/era,GitHub,https://CRAN.R-project.org/package=era,CRAN,,,https://era.joeroe.io/,,,,https://archive.org/details/github.com-joeroe-era_-_2021-02-02_13-48-22,
7149ff,tfqar,https://open-archaeo.info/post/tfqar/,tfqar,Tools for Quantitative Archaeology - in R.,Packages and libraries,R,language,Statistical analysis,sslarch,https://github.com/sslarch/tfqar,GitHub,,,,,http://tfqa.com/,,,,https://archive.org/details/github.com-sslarch-tfqar_-_2020-11-06_14-44-53,
7c887e,arches,https://open-archaeo.info/post/arches/,arches,"Arches is a web platform for creating, managing, & visualizing geospatial data. Arches was inspired by the needs of the Cultural Heritage community, particularly the widespread need of organizations to build & manage cultural heritage inventories.",Standalone software,,,Data management,archesproject,https://github.com/archesproject/arches,GitHub,,,,,https://www.archesproject.org/,,,,https://archive.org/details/github.com-archesproject-arches_-_2021-02-04_04-54-27,
b288d5,admur,https://open-archaeo.info/post/admur/,ADMUR,"Tools to directly model underlying population dynamics using chronological datasets (radiocarbon and other) with a variety of models, including Continuous Piecewise Linear (CPL) model framework, and model comparison framework using BIC. Package also calibrates 14C samples, and generates Summed Probability Distributions (SPD). CPL modelling directly estimates the most likely population trajectory given a dataset, using SPD simulation analysis to generate a Goodness-of-fit test for the best selected model.",Packages and libraries,R,language,Chronological modelling,Adrian Timpson|Ramiro Barberena|Mark G. Thomas|César Méndez|Katie Manning,https://github.com/UCL/ADMUR,GitHub,,,10.1098/rstb.2019.0723,https://doi.org/10.1098/rstb.2019.0723,,,,,https://archive.org/details/github.com-UCL-ADMUR_-_2021-01-27_11-48-18,
f62661,odk-forms-archaeology,https://open-archaeo.info/post/odk-forms-archaeology/,ODK-forms-archaeology,Forms for the Open Data Kit mobile data collection app.,Packages and libraries,Open Data Kit,host application,Templates|Data collection,isaacullah,https://github.com/isaacullah/ODK-forms-archaeology,GitHub,,,,,,,,,https://archive.org/details/github.com-isaacullah-ODK-forms-archaeology_-_2021-01-11_23-33-22,
bb8f06,fix-exif-artist,https://open-archaeo.info/post/fix-exif-artist/,Fix-exif-artist,Fix the Exif.Image.Artist tag based on user input depending from the camera model. Useful if you have a bunch of photographs from different people all mixed up.,Scripts,Python,language,Bits and bobs,steko,https://codeberg.org/steko/fix-exif-artist,Codeberg,,,,,,,,,https://archive.org/details/codeberg.org-steko-fix-exif-artist_-_2020-03-25_20-46-58,
d956c6,expotime,https://open-archaeo.info/post/expotime/,expotime,What is the correlation between the exposure time of your photographs and the time of the day?,Scripts,Python,language,Photography,steko,https://codeberg.org/steko/expotime,Codeberg,,,,,,,,,https://archive.org/details/codeberg.org-steko-expotime_-_2020-08-08_08-20-45,
302a51,zoolog,https://open-archaeo.info/post/zoolog/,zoolog,Manipulate log-ratios (also known as log size index (LSI) values) from measurements obtained on zooarchaeological material.,Packages and libraries,R,language,Zooarchaeology,josempozo|Silvia Valenzuela-Lamas|Angela Trentacoste|Ariadne Nieto-Espinet|Silvia Guimarães Chiarelli,https://github.com/josempozo/zoolog,GitHub,https://CRAN.R-project.org/package=zoolog,CRAN,,,https://josempozo.github.io/zoolog/,,,,https://archive.org/details/github.com-josempozo-zoolog_-_2021-02-25_14-11-16,
521c30,iconr,https://open-archaeo.info/post/iconr/,iconr,"Set of formal methods for studying archaeological iconographic datasets (rock-art, pottery decoration, stelae, etc.) using network and spatial analysis.",Packages and libraries,R,language,Iconography,zoometh|josempozo|Craig Alexander,https://github.com/zoometh/iconr,GitHub,,,,,https://zoometh.github.io/iconr/articles/index.html,,,,https://archive.org/details/github.com-zoometh-iconr_-_2021-03-01_18-06-08,
6a9896,heurist,https://open-archaeo.info/post/heurist/,heurist,"A web-based data management infrastructure that allows researchers to design, create, manage, analyse and publish their own richly-structured database(s) through a simple web interface, without the need for programmers or consultants.",Standalone software,,,Data management,HeuristNetwork,https://github.com/HeuristNetwork/heurist,GitHub,,,,,http://heuristnetwork.org/,,,,https://archive.org/details/github.com-HeuristNetwork-heurist_-_2021-03-01_11-18-04,
927552,anthropmmd,https://open-archaeo.info/post/anthropmmd/,anthropmmd,"An R package for Smith's Mean Measure of Divergence (MMD), with a graphical user interface, facilities for trait selection and graphical representations.",Packages and libraries,R,language,Cultural evolution|Statistical analysis,frederic-santos,https://github.com/frederic-santos/anthropmmd,GitHub,,,10.1002/ajpa.23336,,,,,,https://archive.org/details/github.com-frederic-santos-anthropmmd_-_2020-09-22_11-43-32,
22f8da,rdss,https://open-archaeo.info/post/rdss/,rdss,An R package to facilitate the use of Murail et al.'s (1999) approach of sex estimation in past populations.,Packages and libraries,R,language,Cultural evolution|Statistical analysis,frederic-santos,https://github.com/frederic-santos/rdss,GitHub,,,10.1002/oa.2957,,,,,,https://archive.org/details/github.com-frederic-santos-rdss_-_2021-01-21_10-05-28,
44d440,3d-organ,https://open-archaeo.info/post/3d-organ/,3D-ORGAN,3D reconstruction of incomplete archaeological objects using a generative adversarial network (GAN).,Scripts,Python,language,3D modelling,Renato Hermoza|Ivan Sipiran,https://github.com/renato145/3D-ORGAN,GitHub,,,10.1145/3208159.3208173,https://doi.org/10.1145/3208159.3208173,,,,,https://archive.org/details/github.com-renato145-3D-ORGAN_-_2020-02-20_02-43-58,
db2819,unstruwwel,https://open-archaeo.info/post/unstruwwel/,unstruwwel,Detect and Parse Historic Dates in R.,Packages and libraries,R,language,Chronological modelling,stefanieschneider,https://github.com/stefanieschneider/unstruwwel,GitHub,,,,,,,,,https://archive.org/details/github.com-stefanieschneider-unstruwwel_-_2021-01-20_07-46-30,
9baf3a,max,https://open-archaeo.info/post/max/,MAX,An online tool for the comparative analysis of museum databases.,Standalone software,,,Museums,stefanieschneider|Hubertus Kohle|Severin Burg|Helmut Küchenhoff,https://github.com/stefanieschneider/MAX,GitHub,,,,,https://www.max.gwi.uni-muenchen.de/,,,,https://archive.org/details/github.com-stefanieschneider-MAX_-_2020-10-20_11-38-03,
e8919e,humanos,https://open-archaeo.info/post/humanos/,HumanOS,A mobile application for the intuitive recording of human bones from archaeological sites.,Packages and libraries,Mobile app,deployment,Zooarchaeology|Data management,Rozenn Colleter|Jean-Baptiste Romain|Jean-Baptiste Barreau,,,,,10.4995/var.2020.13422,https://polipapers.upv.es/index.php/var/article/view/13422,https://www.humanos.cnrs.fr/,,,,,
b86dfb,archaide,https://open-archaeo.info/post/archaide/,ArchAIDE,Tool for the automatic recognition of archaeological pottery.,Standalone software,,,Shape recognition|Ceramic analysis,barak-itkin,https://github.com/barak-itkin/archaide-software,GitHub,,,,,http://www.archaide.eu/,,,,https://archive.org/details/github.com-barak-itkin-archaide-software_-_2021-02-27_14-51-52,
f17272,c14,https://open-archaeo.info/post/c14/,c14,R package for tidy radiocarbon data.,Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing",joeroe,https://github.com/joeroe/c14,GitHub,,,,,https://c14.joeroe.io,,,,https://archive.org/details/github.com-joeroe-c14_-_2021-05-06_14-30-31,
3cace6,piwigo-3dhop,https://open-archaeo.info/post/piwigo-3dhop/,piwigo-3dhop,Piwigo plugin for viewing 3D models using 3DHOP.,Packages and libraries,Piwigo,host application,3D modelling,joeroe,https://github.com/joeroe/piwigo-3dhop,GitHub,,,,,,,,,https://archive.org/details/github.com-joeroe-piwigo-3dhop_-_2020-08-12_12-09-51,
5d4a00,rpaleoclim,https://open-archaeo.info/post/rpaleoclim/,rpaleoclim,R interface for open paleoclimate data.,Packages and libraries,R,language,API interfaces and web scrapers|Palaeoclimate modelling,joeroe,https://github.com/joeroe/rpaleoclim,GitHub,https://CRAN.R-project.org/package=rpaleoclim,CRAN,,,https://rpaleoclim.joeroe.io,,,,https://archive.org/details/github.com-joeroe-rpaleoclim_-_2019-10-03_11-01-37,
23248f,baydem,https://open-archaeo.info/post/baydem/,baydem,Bayesian tools for reconstructing past demography.,Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing|Palaeobotany",MichaelHoltonPrice|bocinsky,https://github.com/eehh-stanford/baydem,GitHub,,,,,https://eehh-stanford.github.io/baydem/,,,,https://archive.org/details/github.com-eehh-stanford-baydem_-_2021-04-09_19-24-36,
4d450f,allen-relations,https://open-archaeo.info/post/allen-relations/,allen-relations,Allen relations from Bayesian calibration: R function to compare two indefinite intervals produced by a Bayesian calibration using the Allen algebra.,Packages and libraries,R,language,Chronological modelling,tsdye,https://github.com/tsdye/allen-relations,GitHub,,,,,,http://tsdye.online/tsdye/posts/allen-relations/,,,https://archive.org/details/github.com-tsdye-allen-relations_-_2019-07-07_02-55-15,
d60b20,oxcaar,https://open-archaeo.info/post/oxcaar/,oxcAAR,A collection of functions that can be used to execute OxCal from within R.,Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing|Chronological modelling",MartinHinz|nevrome|dakni|ctietze91,https://github.com/ISAAKiel/oxcAAR,GitHub,,,,,,,,,https://archive.org/details/github.com-ISAAKiel-oxcAAR_-_2021-07-05_16-54-08,
f0dbab,ctransmission,https://open-archaeo.info/post/ctransmission/,cTransmission,An Approximate Bayesian Computation Framework for inferring patterns of cultural transmission from frequency data.,Packages and libraries,R,language,Statistical analysis|Cultural evolution,ercrema|Anne Kandler,https://github.com/ercrema/cTransmission,GitHub,,,,,,,,,https://archive.org/details/github.com-ercrema-cTransmission_-_2020-05-14_17-43-37,
6ebfa5,nimblecarbon,https://open-archaeo.info/post/nimblecarbon/,nimbleCarbon,The nimbleCarbon package provides utility functions and bespoke probability distributions for the Bayesian analyses of radiocarbon dates using the NIMBLE framework. The package is particularly dedicated to demographic inferences based on changing frequencies of radiocarbon dates.,Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing",ercrema,https://github.com/ercrema/nimbleCarbon,GitHub,,,,,,,,,https://archive.org/details/github.com-ercrema-nimbleCarbon_-_2021-06-17_15-27-15,
ca6801,neiman1995,https://open-archaeo.info/post/neiman1995/,neiman1995,R Shiny Document - Visualizing model functions in Neimans 'Stylistic variation in evolutionary perspective' with an interactive document.,Scripts,R,language,Educational resources and practical guides|Cultural evolution,nevrome,https://github.com/nevrome/neiman1995,GitHub,,,,,https://nevrome.shinyapps.io/neiman1995,,,,https://archive.org/details/github.com-nevrome-neiman1995_-_2018-09-15_12-51-43,
c3aaa8,skyscaper,https://open-archaeo.info/post/skyscaper/,skyscapeR,"An R package for data reduction, visualization and analysis in skyscape archaeology, archaeoastronomy and cultural astronomy.",Packages and libraries,R,language,Archaeoastronomy,f-silva-archaeo,https://github.com/f-silva-archaeo/skyscapeR,GitHub,,,,,,,,,https://archive.org/details/github.com-f-silva-archaeo-skyscapeR_-_2020-02-27_14-52-38,
0900f8,fastmarching,https://open-archaeo.info/post/fastmarching/,fastmaRching,"An R implementation of the Fast Marching Method (FMM), first developed by Sethian (1996), with the modifications of Silva and Steele (2012, 2014). Also included is a spatial wrapper function that makes it easier to model dispersal scenarios in geospatial domains, as originally envisaged for the study and simulation of prehistoric dispersals",Packages and libraries,R,language,Spatial analysis,f-silva-archaeo,https://github.com/f-silva-archaeo/fastmaRching,GitHub,https://CRAN.R-project.org/package=fastmaRching,CRAN,10.5281/zenodo.1204397,https://doi.org/10.1016/j.jas.2014.04.021,,,,,https://archive.org/details/github.com-f-silva-archaeo-fastmaRching_-_2019-09-05_11-20-15,
8495d9,seriation-mhahsler,https://open-archaeo.info/post/seriation-mhahsler/,seriation,"R package that provides the infrastructure for ordering objects with an implementation of several seriation/sequencing/ordination techniques to reorder matrices, dissimilarity matrices, and dendrograms (see below for a full list). Also provides (optimally) reordered heatmaps, color images and clustering visualizations like dissimilarity plots, and visual assessment of cluster tendency plots (VAT and iVAT).",Packages and libraries,R,language,Statistical analysis|Seriation,"mhahsler|Christian Buchta|Kurt Hornik|Fionn Murtagh|Michael Brusco, Stephanie Stahl, and Hans-Friedrich Koehn",https://github.com/mhahsler/seriation,GitHub,https://CRAN.R-project.org/package=seriation,CRAN,,,,,,,https://archive.org/details/github.com-mhahsler-seriation_-_2021-06-30_17-19-23,
d43c52,bleiglas,https://open-archaeo.info/post/bleiglas/,bleiglas,"An R package that provides functions for 3D tessellation with Voro++ and subsequent horizontal cutting of the resulting polygons for 2D plotting. It was developed for archaeological spatiotemporal data, but may as well be used for other three dimensional contexts.",Packages and libraries,R,language,Spatial analysis|3D modelling,nevrome|stschiff,https://github.com/nevrome/bleiglas,GitHub,,,,https://doi.org/10.21105/joss.03092,,,,,https://archive.org/details/github.com-nevrome-bleiglas_-_2021-04-10_13-49-19,
3304c8,neolithicr,https://open-archaeo.info/post/neolithicr/,neolithicR,"Shiny app to search and filter radiocarbon dates from various source databases, based on the R package c14bazAAR.",Scripts,R,language,"API interfaces and web scrapers|Radiocarbon dating, calibration and sequencing",nevrome|dirkseidensticker,https://github.com/nevrome/neolithicR,GitHub,,,,,https://www.neolithicrc.de,,,,https://archive.org/details/github.com-nevrome-neolithicR_-_2019-11-18_08-37-30,
aa1f20,idaifieldr,https://open-archaeo.info/post/idaifieldr/,idaifieldR,The goal of idaifieldR is to flexibly get data from the idaifield database into R.,Packages and libraries,R,language,API interfaces and web scrapers,lsteinmann,https://github.com/lsteinmann/idaifieldR,GitHub,,,,,,,,,https://archive.org/details/github.com-lsteinmann-idaifieldR_-_2021-04-13_16-34-48,
9baa7a,idai-field,https://open-archaeo.info/post/idai-field/,iDAI.field,"The German Archaeological Institute's (DAI) new take on a field research documentation system. Combining features of GIS, photo management, and database management systems in a unique and integrating manner, it aims at facilitating archaeological workflows by reducing the overhead of using multiple systems. Developed in-house by the DAI's information technology department, it targets primarily the needs of the institute's excavations, older ones as well as those to come. Yet, due to the nature of its adjustable data model and the fact it is open source software, any interested third party is free to reuse and adjust it to their needs.",Standalone software,,,Data management,daiinst,https://github.com/dainst/idai-field,GitHub,,,,,https://field.dainst.org/#/,,,,https://archive.org/details/github.com-dainst-idai-field_-_2021-07-06_16-20-43,
67fab8,datplot,https://open-archaeo.info/post/datplot/,datplot,"Converting date ranges into dating 'steps' eases the visualization of changes in e.g. pottery consumption, style and other variables over time. This package provides tools to process and prepare data for visualization.",Packages and libraries,R,language,Chronological modelling,lsteinmann|Barbora Weissova,https://github.com/lsteinmann/datplot,GitHub,,,,,,,,,https://archive.org/details/github.com-lsteinmann-datplot_-_2021-06-26_14-24-43,
6bbf5b,aoristic,https://open-archaeo.info/post/aoristic/,aoristic,R package for aoristic analysis; the goal of aoristic is to make sense of temporally vague data.,Packages and libraries,R,language,Chronological modelling,jerryratcliffe,https://github.com/jerryratcliffe/aoristic,GitHub,https://CRAN.R-project.org/package=aoristic,CRAN,,,,,,,https://archive.org/details/github.com-jerryratcliffe-aoristic_-_2021-01-31_22-30-35,
3cb78d,outliner-benmarwick,https://open-archaeo.info/post/outliner-benmarwick/,outliner,A simple app for tracing outlines of an irregular shape and exporting the coordinates of the outline.,Packages and libraries,R,language,Artefact morphology,benmarwick,https://github.com/benmarwick/outliner,GitHub,,,,,,,,,https://archive.org/details/github.com-benmarwick-outliner_-_2021-01-31_08-26-33,
dd3f07,outliner-yesdavid,https://open-archaeo.info/post/outliner-yesdavid/,outlineR,An R package to derive outline shapes from (multiple) artefacts on JPEG images.,Packages and libraries,R,language,Artefact morphology,yesdavid,https://github.com/yesdavid/outlineR,GitHub,,,10.5281/zenodo.4527470,,,,,,https://archive.org/details/github.com-yesdavid-outlineR_-_2021-06-18_18-20-24,
8b67ab,thanados,https://open-archaeo.info/post/thanados/,THANADOS,"An open source, web application for the presentation of archaeological data especially for burial studies.",Standalone software,,,API interfaces and web scrapers|Data management,stefaneichert,https://github.com/stefaneichert/thanados,GitHub,,,,,https://thanados.net/,,,,https://archive.org/details/github.com-stefaneichert-thanados_-_2021-06-29_09-29-29,
c2e98c,caddonet,https://open-archaeo.info/post/caddonet/,caddonet,Peer reviewed and indexed articles published on Caddo archaeology since 2000.,Standalone software,,,Datasets|Bibliography,aksel-blaise,https://github.com/aksel-blaise/caddonet,GitHub,,,,,https://aksel-blaise.github.io/caddonet/,,,,https://archive.org/details/github.com-aksel-blaise-caddonet_-_2020-04-03_11-10-46,
106d3a,seriation-clipo,https://open-archaeo.info/post/seriation-clipo/,Seriation,"Algorithms, implementations, manuscripts, and test cases for iterative deterministic frequency seriation done by agglomeration.",Packages and libraries,R,language,Statistical analysis|Seriation,clipo,https://github.com/clipo/Seriation,GitHub,,,,,,,,,https://archive.org/details/github.com-clipo-Seriation_-_2015-04-07_22-44-25,
efc456,openatlas,https://open-archaeo.info/post/openatlas/,OpenAtlas,"An open source, web based database system for complex archaeological, historical and geospatial data.",Standalone software,,,Data management,CRAWS,https://github.com/craws/OpenAtlas,GitHub,,,,,https://openatlas.eu/,,,,https://archive.org/details/github.com-craws-OpenAtlas_-_2021-06-25_15-15-38,
8240ac,statuaar,https://open-archaeo.info/post/statuaar/,statuAAR,Estimation of human stature from long bone measurements according to several well established estimation formula.,Packages and libraries,R,language,Archaeogenetics,chrinne|capsizingHR|AnKaLoy|FrankSiegmund,https://github.com/ISAAKiel/statuAAR,GitHub,,,,,,,,,https://archive.org/details/github.com-ISAAKiel-statuAAR_-_2021-06-23_15-36-26,
b5110c,postaar-python,https://open-archaeo.info/post/postaar-python/,postAAR-python,Python implementation of postAAR.,Packages and libraries,Python,language,Shape recognition,chrinne|WerthersEchte,https://github.com/ISAAKiel/postAAR-python,GitHub,,,,,,,,,https://archive.org/details/github.com-ISAAKiel-postAAR-python_-_2020-12-16_15-22-01,
aa8087,postaar,https://open-archaeo.info/post/postaar/,postAAR,"An automated process to detect buildings within large sets of postholes in multi-occupational sites, similar to the obsolete Windows-software ""posthole"" by Irwin Scollar.",Packages and libraries,R,language,Shape recognition,nmueller18|chrinne,https://github.com/ISAAKiel/postAAR,GitHub,,,,,,,,,https://archive.org/details/github.com-ISAAKiel-postAAR_-_2019-05-06_12-38-44,
a000a4,lecaar,https://open-archaeo.info/post/lecaar/,lecAAR,"Tool for calculating the largest empty circles and estimation of archaeological sites theoretically to be expected in region of interest, an implementation of the method published by Andreas Zimmermann and Karl Peter Wendt (2003).",Packages and libraries,R,language,Statistical analysis|Spatial analysis,yesdavid|nevrome|nmueller18|whamer|dakni,https://github.com/ISAAKiel/lecAAR,GitHub,,,,,,,,,https://archive.org/details/github.com-ISAAKiel-lecAAR_-_2019-07-29_12-28-26,
6dfd3a,dimensio,https://open-archaeo.info/post/dimensio/,dimensio,"Simple Principal Components Analysis (PCA) and Correspondence Analysis (CA) based on the Singular Value Decomposition (SVD). This package provides S4 classes and methods to compute, extract, summarize and visualize results of multivariate data analysis. It also includes methods for partial bootstrap validation.",Packages and libraries,R,language,Statistical analysis,nfrerebeau,https://codeberg.org/tesselle/dimensio,Codeberg,,,10.5281/zenodo.4478530,,https://packages.tesselle.org/dimensio/,,,,https://archive.org/details/github.com-tesselle-dimensio_-_2021-05-24_16-00-49,
1e8a76,yada,https://open-archaeo.info/post/yada/,yada,"yada, which stands for Yet Another Demographic Analysis package, supports a variety of demographic tasks, with most applications drawn from forensic anthroplogy and archaeology.",Packages and libraries,R,language,Archaeogenetics,MichaelHoltonPrice,https://github.com/eehh-stanford/yada,GitHub,,,,,https://eehh-stanford.github.io/yada/,,,,https://archive.org/details/github.com-eehh-stanford-yada_-_2020-06-15_00-23-18,
7113a4,paleocar,https://open-archaeo.info/post/paleocar/,paleocar,An R package implementing functions to perform spatio-temporal paleoclimate reconstruction from tree-rings using the CAR (Correlation Adjusted corRelation) approach of Zuber and Strimmer.,Packages and libraries,R,language,Palaeobotany|Statistical analysis,bocinsky,https://github.com/bocinsky/paleocar,GitHub,,,,,,,,,https://archive.org/details/github.com-bocinsky-paleocar_-_2021-02-04_20-42-19,
35e246,the-southwestern-taphonomic-protocol,https://open-archaeo.info/post/the-southwestern-taphonomic-protocol/,The Southwestern Taphonomic Protocol,A set of analyses to control for variable taphonomic impacts on archaeological faunal datasets.,Packages and libraries,R,language,Schemas and ontologies|API interfaces and web scrapers,bocinsky,https://github.com/bocinsky/swtp,GitHub,,,10.5281/zenodo.4301001,,,,,,https://archive.org/details/github.com-bocinsky-swtp_-_2020-12-11_04-18-38,
d7c158,tdar,https://open-archaeo.info/post/tdar/,tdar,"R package that allows programmatic access to the Digital Archaeological Record (tDAR), a service of Digital Antiquity.",Packages and libraries,R,language,API interfaces and web scrapers,bocinsky,https://github.com/bocinsky/tdar,GitHub,,,,,,,,,https://archive.org/details/github.com-bocinsky-tdar_-_2020-08-06_02-10-16,
9fcb07,spartaas,https://open-archaeo.info/post/spartaas/,SPARTAAS,Statistical pattern recognition and dating using archaeological artefacts assemblages.,Packages and libraries,R,language,Statistical analysis,Lise Bellanger|Philippe Husi|Arthur Coulon|Bruno Desachy|Benjamin Martineau,,,https://cran.r-project.org/package=SPARTAAS,CRAN,,,,,,,,
f08f30,bonify,https://open-archaeo.info/post/bonify/,Bonify,Access and visualize 3D models of faunal remains.,Standalone software,,,3D modelling|Zooarchaeology,garynobles|Canan Cakirlar|Nynke de Boer,,,,,,,https://www.digitalbones.eu,,,,,
2f00c7,alligator,https://open-archaeo.info/post/alligator/,Alligator,A Web tool for converting CAs with dating information to relative time intervals as RDF.,Standalone software,,,Statistical analysis|Schemas and ontologies,florianthiery|Allard Mees,https://github.com/leiza-rse/alligator,GitHub,,,,,https://tools.leiza.de/alligator/,,,,https://archive.org/details/github.com-RGZM-alligator_-_2021-06-04_01-29-28,
c2ec2e,geocore,https://open-archaeo.info/post/geocore/,geoCore,Constructs a graphical representation of petrographic drilling profiles.,Packages and libraries,QGIS,host application,Diagrams and visualizations,Gerrit Bette|Moritz Mennenga,https://github.com/t-systems-on-site-services-gmbh/geoCore,GitHub,,,10.5281/zenodo.4548887,,https://plugins.qgis.org/plugins/geoCore/,,,,,
73296f,tachy2gis,https://open-archaeo.info/post/tachy2gis/,Tachy2GIS,Enables you to create geometries directly from tachymeter input while at the same time adding vertices manually.,Standalone software,,,Drivers and IO,Archaeological-Museum-Hamburg|chris-jan-trapp,https://github.com/Archaeological-Museum-Hamburg/Tachy2GIS,GitHub,,,,,,,,,https://archive.org/details/github.com-gbv-Tachy2GIS_-_2021-04-23_09-17-43,
764279,bioanth,https://open-archaeo.info/post/bioanth/,bioanth,An R package that provides datasets useful for biological and forensic anthropology.,Packages and libraries,R,language,Biological anthropology,geanes,https://github.com/geanes/bioanth,GitHub,,,,,,,,,https://archive.org/details/github.com-geanes-bioanth_-_2015-02-27_03-40-21,
61292c,roomaccum,https://open-archaeo.info/post/roomaccum/,RoomAccum,Room Accumulation Simulation ro estimate archaeological population growth rates.,Standalone software,,,Simulation|Cultural evolution,kintigh,https://github.com/kintigh/RoomAccum,GitHub,,,,,,,,,https://archive.org/details/github.com-kintigh-RoomAccum_-_2020-06-15_19-37-46,
2a8ef4,babylonian-hours,https://open-archaeo.info/post/babylonian-hours/,babylonian-hours,A digital clock which computes your local time in 'seasonal-hours'.,Standalone software,,,Simulation,willismonroe,https://github.com/willismonroe/babylonian-hours,GitHub,,,,,,,,,https://archive.org/details/github.com-willismonroe-babylonian-hours_-_2019-01-05_20-36-50,
58585b,hammurabi-markov,https://open-archaeo.info/post/hammurabi-markov/,hammurabi-markov,Simple VueJS page generating fake laws of Hammurabi.,Standalone software,,,Simulation|Literary analysis and epigraphy,willismonroe,https://github.com/willismonroe/hammurabi-markov,GitHub,,,,,,,,,https://archive.org/details/github.com-willismonroe-hammurabi-markov_-_2021-05-07_17-40-49,
7ed510,cleanc14,https://open-archaeo.info/post/cleanc14/,cleanc14,Provides some utility functions for cleaning radiocarbon data in R.,Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing",joeroe,https://github.com/joeroe/cleanc14,GitHub,,,,,,,,,https://archive.org/details/github.com-joeroe-cleanc14_-_2021-05-04_08-45-08,
c68acc,tachy2gis-arch,https://open-archaeo.info/post/tachy2gis-arch/,Tachy2GIS_arch,QGIS plugin for documentation of archaeological features using Tachy2GIS.,Packages and libraries,QGIS,host application,Data collection|Site mapping,Landesamt-fuer-Archaeologie-Sachsen,https://github.com/Landesamt-fuer-Archaeologie-Sachsen/Tachy2GIS_arch,GitHub,,,,,,,,,https://archive.org/details/github.com-Landesamt-fuer-Archaeologie-Sachsen-Tachy2GIS_arch_-_2021-06-29_11-41-35,
122259,iraq-mortar,https://open-archaeo.info/post/iraq-mortar/,Iraq_mortar,Enables the creation of a high quality 3D model of an archaeological artefact via process known as photo-masking.,Packages and libraries,Python,language,3D modelling|Shape recognition,apalmisano82,https://github.com/apalmisano82/Iraq_mortar,GitHub,,,,,,,,,https://archive.org/details/github.com-apalmisano82-Iraq_mortar_-_2017-03-17_18-27-31,
5991ee,elementsourcing,https://open-archaeo.info/post/elementsourcing/,ElementSourcing,Source archaeological artifacts using elemental composition.,Scripts,R,language,X-Ray Fluorescence,bischrob,https://github.com/bischrob/ElementSourcing,GitHub,,,,,,,,,https://archive.org/details/github.com-bischrob-ElementSourcing_-_2018-02-06_20-35-44,
3b4587,elemsource,https://open-archaeo.info/post/elemsource/,elemSource,R Package for sourcing elements.,Packages and libraries,R,language,X-Ray Fluorescence,bischrob,https://github.com/bischrob/elemSource,GitHub,,,,,,,,,https://archive.org/details/github.com-bischrob-elemSource_-_2020-01-06_18-15-30,
e513d8,ceramicapportioning,https://open-archaeo.info/post/ceramicapportioning/,CeramicApportioning,"A method for chronological apportioning of ceramic assemblages that considers site occupation dates, ceramic production dates, and popularity distribution curves.",Scripts,R,language,Chronological modelling|Ceramic analysis,mpeeples2008,https://github.com/mpeeples2008/CeramicApportioning,GitHub,,,,,,,,,https://archive.org/details/github.com-mpeeples2008-CeramicApportioning_-_2021-05-27_23-46-40,
752115,kairos,https://open-archaeo.info/post/kairos/,kairos,Analysis of chronological patterns from archaeological count data.,Packages and libraries,R,language,Chronological modelling,nfrerebeau,https://codeberg.org/tesselle/kairos,Codeberg,https://CRAN.R-project.org/package=kairos,CRAN,10.5281/zenodo.5653896,,https://packages.tesselle.org/kairos/,,,,https://archive.org/details/github.com-tesselle-kairos_-_2021-06-24_12-52-49,
f5cfcb,nexus,https://open-archaeo.info/post/nexus/,nexus,Sourcing archaeological materials by chemical composition.,Packages and libraries,R,language,X-Ray Fluorescence|Instrumental Neutron activation analysis,nfrerebeau|philippe-a,https://codeberg.org/tesselle/nexus,Codeberg,https://CRAN.R-project.org/package=nexus,CRAN,10.5281/zenodo.10225630,,https://packages.tesselle.org/nexus/,,,,https://archive.org/details/github.com-tesselle-nexus_-_2021-05-24_16-02-18,
