id,slug,url,name,description,category,platform,platform_role,tags,authors,repository,repository_host,registry,registry_name,doi,publication,website,blogpost,youtube,twitter,internetarchive,notes
db97ae,neonet,https://open-archaeo.info/post/neonet/,neonet,NeoNet serves as a framework to study the transition from the Late Mesolithic to the Early Neolithic through spatio-temporal modeling of radiocarbon dates,Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing",zoometh,https://github.com/zoometh/neonet,GitHub,,,,,,,,,,
a9a5a7,neotoma,https://open-archaeo.info/post/neotoma/,neotoma,Programmatic r interface to the neotoma paleoecological database,Packages and libraries,R,language,API interfaces and web scrapers|Palaeoclimate modelling,ropensci,https://github.com/ropensci/neotoma,GitHub,,,,,,,,,https://archive.org/details/github.com-ropensci-neotoma_-_2020-09-20_18-21-19,
87f3d9,nervia,https://open-archaeo.info/post/nervia/,nervia,Management system for physical storage of archaeological finds,Standalone software,,,Data management,steko,https://github.com/steko/nervia|https://codeberg.org/steko/nervia,GitHub|Codeberg,,,,,,,,,https://archive.org/details/codeberg.org-steko-nervia_-_2020-06-22_07-37-06,
f5cfcb,nexus,https://open-archaeo.info/post/nexus/,nexus,Sourcing archaeological materials by chemical composition.,Packages and libraries,R,language,X-Ray Fluorescence|Instrumental Neutron activation analysis,nfrerebeau|philippe-a,https://codeberg.org/tesselle/nexus,Codeberg,https://CRAN.R-project.org/package=nexus,CRAN,10.5281/zenodo.10225630,,https://packages.tesselle.org/nexus/,,,,https://archive.org/details/github.com-tesselle-nexus_-_2021-05-24_16-02-18,
6ebfa5,nimblecarbon,https://open-archaeo.info/post/nimblecarbon/,nimbleCarbon,The nimbleCarbon package provides utility functions and bespoke probability distributions for the Bayesian analyses of radiocarbon dates using the NIMBLE framework. The package is particularly dedicated to demographic inferences based on changing frequencies of radiocarbon dates.,Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing",ercrema,https://github.com/ercrema/nimbleCarbon,GitHub,,,,,,,,,https://archive.org/details/github.com-ercrema-nimbleCarbon_-_2021-06-17_15-27-15,
b83eed,odkarchforms,https://open-archaeo.info/post/odkarchforms/,ODKArchForms,"Open data kit forms and conversion scripts used in archaeology. Including new mexico la forms, photologs, etc",Packages and libraries,Open Data Kit,host application,Data management,UNMOCA,https://github.com/UNMOCA/ODKArchForms,GitHub,,,,,,,,,https://archive.org/details/github.com-UNMOCA-ODKArchForms_-_2016-02-17_22-32-59,
67484c,open-archeocsean,https://open-archaeo.info/post/open-archeocsean/,open-archeocsean,An interactive catalogue of open source datasets for the archaeology in the Pacific and Southeast Asia.,Standalone software,R,language,Datasets|Bibliography|Platforms and publications,sebastien-plutniak,https://github.com/sebastien-plutniak/open-archeocsean,GitHub,,,,,https://analytics.huma-num.fr/Sebastien.Plutniak/open-archeocsean/,,,,,
efc456,openatlas,https://open-archaeo.info/post/openatlas/,OpenAtlas,"An open source, web based database system for complex archaeological, historical and geospatial data.",Standalone software,,,Data management,CRAWS,https://github.com/craws/OpenAtlas,GitHub,,,,,https://openatlas.eu/,,,,https://archive.org/details/github.com-craws-OpenAtlas_-_2021-06-25_15-15-38,
86a287,opencontext,https://open-archaeo.info/post/opencontext/,opencontext,An r api client for the open context archaeological data repository.,Packages and libraries,R,language,API interfaces and web scrapers,ropensci,https://github.com/ropensci/opencontext,GitHub,,,,,https://docs.ropensci.org/opencontext/,,,,https://archive.org/details/github.com-ropensci-opencontext_-_2020-05-13_14-44-02,
edfac4,osa-transcriber,https://open-archaeo.info/post/osa-transcriber/,OSA-Transcriber,Utility for transcribing Old South Arabian texts.,Standalone software,Python,language,Literary analysis and epigraphy,Lugal-PCZ,https://github.com/Lugal-PCZ/OSA-Transcriber,GitHub,,,,,,,,,,
090cea,osteogis,https://open-archaeo.info/post/osteogis/,osteoGIS,Plot data on skeletal templates quickly,Packages and libraries,R,language,Diagrams and visualizations,davidcorton,https://github.com/davidcorton/osteoGIS,GitHub,,,,,,,,,https://archive.org/details/github.com-davidcorton-osteoGIS_-_2016-11-30_23-04-56,
652808,osteometric-sorting,https://open-archaeo.info/post/osteometric-sorting/,osteometric-sorting,Tools for osteometric sorting of human remains.,Scripts,MATLAB,language,Biological anthropology|Zooarchaeology,pr0m1th3as,https://github.com/pr0m1th3as/osteometric-sorting,GitHub,,,,,,,,,https://archive.org/details/github.com-pr0m1th3as-osteometric-sorting_-_2020-05-09_00-52-46,
dd3f07,outliner-yesdavid,https://open-archaeo.info/post/outliner-yesdavid/,outlineR,An R package to derive outline shapes from (multiple) artefacts on JPEG images.,Packages and libraries,R,language,Artefact morphology,yesdavid,https://github.com/yesdavid/outlineR,GitHub,,,10.5281/zenodo.4527470,,,,,,https://archive.org/details/github.com-yesdavid-outlineR_-_2021-06-18_18-20-24,
3e3d3f,p3k14c-data-scrubbing,https://open-archaeo.info/post/p3k14c-data-scrubbing/,p3k14c-data-scrubbing,Scrubbing program for the global archaeological radiocarbon dataset,Packages and libraries,Python,language,"Radiocarbon dating, calibration and sequencing|Data management",people3k,https://github.com/people3k/p3k14c-data-scrubbing,GitHub,,,,,,,,,,
7113a4,paleocar,https://open-archaeo.info/post/paleocar/,paleocar,An R package implementing functions to perform spatio-temporal paleoclimate reconstruction from tree-rings using the CAR (Correlation Adjusted corRelation) approach of Zuber and Strimmer.,Packages and libraries,R,language,Palaeobotany|Statistical analysis,bocinsky,https://github.com/bocinsky/paleocar,GitHub,,,,,,,,,https://archive.org/details/github.com-bocinsky-paleocar_-_2021-02-04_20-42-19,
3020b6,paleographic-networks,https://open-archaeo.info/post/paleographic-networks/,paleographic-networks,Explore networks consisting of paleographic features connected by their co-occurrence on the same inscription.,Packages and libraries,Python,language,Iconography,Eythan31,https://github.com/Eythan31/paleographic-networks,GitHub,,,,,,,,,,
11d9ca,paleoxrf,https://open-archaeo.info/post/paleoxrf/,paleoxrf,The goal of paleoxrf is to simplify reading data from acadia's paleoenvironmental x-ray fluorescence laboratory,Packages and libraries,R,language,X-Ray Fluorescence,paleolimbot,https://github.com/paleolimbot/paleoxrf,GitHub,,,,,,,,,https://archive.org/details/github.com-paleolimbot-paleoxrf_-_2019-04-01_17-07-08,
5a7b2e,pandora,https://open-archaeo.info/post/pandora/,pandora,Analysing and distinguishing cut marks on bones.,Packages and libraries,R,language,Shape recognition|Biological anthropology,jfpalomeque,https://github.com/jfpalomeque/pandora,GitHub,,,,10.1016/j.jasrep.2017.03.033,,,,,,
54198e,pastclim,https://open-archaeo.info/post/pastclim/,pastclim,Methods to easily extract and manipulate palaeoclimate reconstructions for ecological and anthropological analyses.,Packages and libraries,R,language,Simulation|Palaeoclimate modelling,EvolEcolGroup|Michela Leonardi|Emily Y. Hallet|Robert Beyer|Mario Krapp|Andrea Manica,https://github.com/EvolEcolGroup/pastclim/,GitHub,https://CRAN.R-project.org/package=pastclim,CRAN,,,https://evolecolgroup.github.io/pastclim/,,,,,
5d0215,pdf-to-nested-xml,https://open-archaeo.info/post/pdf-to-nested-xml/,pdf-to-nested-xml,"Script to convert a folder of Dutch archaeological reports (PDFs) to XML files nested by section, chapter, heading.",Scripts,Python,language,Bits and bobs|Writing,alexbrandsen,https://github.com/alexbrandsen/pdf-to-nested-xml,GitHub,,,,,,,,,,
c0c714,phaser,https://open-archaeo.info/post/phaser/,PHASER,The PHASER application is intended to aid in the editing and analysis of archaeological stratigraphic data.,Standalone software,Web app,deployment,Chronological modelling|Data management|Harris matrix,cbinding,https://github.com/cbinding/phaser,GitHub,,,,,https://stratigraphic.github.io/phaser-app/,,,,,
eea061,photocaptiontool,https://open-archaeo.info/post/photocaptiontool/,PhotoCaptionTool,Automatically generates a photo log using photographs' exif data.,Scripts,Python,language,Photography|Data management|Bits and bobs,Lugal-PCZ,https://github.com/Lugal-PCZ/PhotoCaptionTool,GitHub,,,,,,,,,,
33f422,pleistodist,https://open-archaeo.info/post/pleistodist/,PleistoDist,Distance matrices between islands normalised over Pleistocene time.,Packages and libraries,ArcGIS,host application,Spatial analysis,g33k5p34k,https://github.com/g33k5p34k/PleistoDist,GitHub,,,,,,,,,,
0c49d4,pointpattern,https://open-archaeo.info/post/pointpattern/,PointPattern,Point pattern analysis.,Scripts,R,language,Statistical analysis,mpeeples2008,,,,,,,http://www.mattpeeples.net/modules/PointPattern.html,,,,,
b82fe7,pollen-data-processing,https://open-archaeo.info/post/pollen-data-processing/,pollen_data_processing,Some tools in respect to pollen data processing.,Scripts,R,language,Palaeobotany,MartinHinz,https://github.com/MartinHinz/pollen_data_processing,GitHub,,,,,,,,,https://archive.org/details/github.com-MartinHinz-pollen_data_processing_-_2018-05-23_12-54-10,
a050c0,pollencount,https://open-archaeo.info/post/pollencount/,pollencount,"This simulation tool aims to help students and researchers to start to see what pollen looks like under the microscope, and start to identify common pollen grains.",Packages and libraries,R,language,Palaeobotany|Educational resources and practical guides,Maarten14C,https://github.com/Maarten14C/pollencount,GitHub,,,,,,,,,,
58fa91,poseidon-framework,https://open-archaeo.info/post/poseidon-framework/,poseidon-framework,"Poseidon is a framework that seeks to provide standardized ways to store and share archaeogenetic, and perhaps more broadly, molecular archaeological datasets.",Standalone software,,,Schemas and ontologies|Archaeogenetics,poseidon-framework,https://github.com/poseidon-framework/poseidon-hs,GitHub,,,,,https://www.poseidon-adna.org,,,,https://archive.org/details/github.com-poseidon-framework-poseidon-hs_-_2021-02-09_09-16-28,
e5b5dd,profileaar,https://open-archaeo.info/post/profileaar/,profileAAR,Python qgis plugin of recexcavaar's archprofile,Packages and libraries,QGIS,host application,Data management,ISAAKiel,https://github.com/ISAAKiel/profileAAR,GitHub,,,,,,,,,https://archive.org/details/github.com-ISAAKiel-profileAAR_-_2019-07-04_11-47-50,
143eb9,pxrf,https://open-archaeo.info/post/pxrf/,pXRF,R package for processing pXRF data.,Packages and libraries,R,language,X-Ray Fluorescence,MartinHinz,https://github.com/MartinHinz/pXRF,GitHub,,,,,,,,,,
f10327,pyarchinit,https://open-archaeo.info/post/pyarchinit/,pyArchInit,A python plugin for qgis aimed at managing data from archaeological contexts on the gis platform,Packages and libraries,QGIS,host application,Data management,pyarchinit,,,,,,,https://sites.google.com/site/pyarchinit/,,,,,
711da6,pygeoroc,https://open-archaeo.info/post/pygeoroc/,pygeoroc,Python library to access data in the GEOROC database.,Packages and libraries,Python,language,Drivers and IO|Geoarchaeology|Datasets,potafu,https://github.com/pofatu/pygeoroc,GitHub,,,,,,,,,,
aa7d94,pypotteryink,https://open-archaeo.info/post/pypotteryink/,PyPotteryInk,"Automates the digital inking process of archaeological pottery drawings, transforming pencil drawings into publication-ready illustrations while preserving the original characteristics and enhancing their analytical power.",Packages and libraries,Python,language,Artefact morphology|Diagrams and visualizations|Machine learning,lrncrd,https://github.com/lrncrd/PyPotteryInk,GitHub,,,,,,,,,,
119b60,qgis-scripts,https://open-archaeo.info/post/qgis-scripts/,QGIS-scripts,Some scripts that could be useful for qgis users.,Packages and libraries,QGIS,host application,Bits and bobs,zoran-cuckovic,https://github.com/zoran-cuckovic/QGIS-scripts,GitHub,,,,,,,,,https://archive.org/details/github.com-zoran-cuckovic-QGIS-scripts_-_2018-07-21_22-11-13,
813015,qrcode-storage,https://open-archaeo.info/post/qrcode-storage/,qrcode-storage,"Scripts to create qr-code images for storage boxes. Each box has an associated web page describing its content, and the qr-code serves as a short-link from the physical object to the web page.",Scripts,Python,language,Bits and bobs,steko,https://codeberg.org/steko/qrcode-storage,Codeberg,,,,,,,,,https://archive.org/details/codeberg.org-steko-qrcode-storage_-_2020-06-22_14-11-12,
7512c2,qsaurus,https://open-archaeo.info/post/qsaurus/,QSaurus,"Developed by the Austrian Archaeological Institute, this plugin facilitate the integration of controlled vocabulary in QGIS.",Packages and libraries,QGIS,host application,Data management|Spatial analysis|Schemas and ontologies,oeai-dac,https://github.com/oeai-dac/QSaurus,GitHub,,,,,,,,,,
54a4e8,quari,https://open-archaeo.info/post/quari/,QuARI,"A database interface designed to facilitate the irregular, iterative, and non-linear workflows that are commonly employed in lithic analysis.",Scripts,R,language,Data collection|Lithic analysis,zackbatist|dcontre|Ciara Zogheib,https://github.com/zackbatist/QuARI,GitHub,,,10.1017/aap.2021.11,,,,,,https://archive.org/details/github.com-zackbatist-QuARI_-_2021-01-29_14-34-38,
4f99b3,racord,https://open-archaeo.info/post/racord/,RACORD,Computer-Assisted Shape Classification of Archaeological Pottery Fragments.,Scripts,R,language,Shape recognition|Artefact morphology|Ceramic analysis,jwilczek-dotcom,https://github.com/jwilczek-dotcom/RACORD,GitHub,,,,,,,,,,
551976,radiocarbon-scrapers,https://open-archaeo.info/post/radiocarbon-scrapers/,radiocarbon-scrapers,Scrapers for public radiocarbon databases,Scripts,JavaScript,language,API interfaces and web scrapers,steko,https://codeberg.org/steko/radiocarbon-scrapers,Codeberg,,,,,,,,,https://archive.org/details/codeberg.org-steko-radiocarbon-scrapers_-_2020-03-27_10-55-09,
370c78,rcarbon,https://open-archaeo.info/post/rcarbon/,rcarbon,Methods for calibrating and analysing radiocarbon dates,Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing",ahb108,https://github.com/ahb108/rcarbon,GitHub,,,,,,,,,https://archive.org/details/github.com-ahb108-rcarbon_-_2021-02-04_16-06-01,
22f8da,rdss,https://open-archaeo.info/post/rdss/,rdss,An R package to facilitate the use of Murail et al.'s (1999) approach of sex estimation in past populations.,Packages and libraries,R,language,Cultural evolution|Statistical analysis,frederic-santos,https://github.com/frederic-santos/rdss,GitHub,,,10.1002/oa.2957,,,,,,https://archive.org/details/github.com-frederic-santos-rdss_-_2021-01-21_10-05-28,
f32468,rintchron,https://open-archaeo.info/post/rintchron/,rintchron,"Rintchron provides an r interface to intchron, an indexing service and exchange format for chronological data such as radiocarbon dates.",Packages and libraries,R,language,"Radiocarbon dating, calibration and sequencing|API interfaces and web scrapers",joeroe,https://github.com/joeroe/rintchron,GitHub,,,,,,,,,https://archive.org/details/github.com-joeroe-rintchron_-_2021-01-20_16-36-37,
8b17f4,rlummodel,https://open-archaeo.info/post/rlummodel/,RLumModel,Solving ordinary differential equations to understand luminescence,Packages and libraries,R,language,Luminescence dating,R-Lum,https://github.com/R-Lum/RLumModel,GitHub,,,,,,,,,https://archive.org/details/github.com-R-Lum-RLumModel_-_2021-01-03_13-13-23,
8d4f6c,rock-art-radnet,https://open-archaeo.info/post/rock-art-radnet/,rock-art-radnet,Rock art object detection model.,Packages and libraries,Python,language,Shape recognition|Iconography,Swedish-Rock-Art-Research-Archives,https://github.com/Swedish-Rock-Art-Research-Archives/rock-art-radnet,GitHub,,,,,,,,,,
968b29,rock-art-ratopoviz,https://open-archaeo.info/post/rock-art-ratopoviz/,rock-art-ratopoviz,Create visualizations from laserscans.,Packages and libraries,Python,language,Shape recognition|Iconography,Swedish-Rock-Art-Research-Archives,https://github.com/Swedish-Rock-Art-Research-Archives/rock-art-ratopoviz,GitHub,,,,,,,,,,
d932d6,roev,https://open-archaeo.info/post/roev/,roev,Functions for analysing and visualizing rates of evolution.,Packages and libraries,R,language,Statistical analysis,benmarwick,https://github.com/benmarwick/roev,GitHub,,,,,,,,,,
61292c,roomaccum,https://open-archaeo.info/post/roomaccum/,RoomAccum,Room Accumulation Simulation ro estimate archaeological population growth rates.,Standalone software,,,Simulation|Cultural evolution,kintigh,https://github.com/kintigh/RoomAccum,GitHub,,,,,,,,,https://archive.org/details/github.com-kintigh-RoomAccum_-_2020-06-15_19-37-46,
5d4a00,rpaleoclim,https://open-archaeo.info/post/rpaleoclim/,rpaleoclim,R interface for open paleoclimate data.,Packages and libraries,R,language,API interfaces and web scrapers|Palaeoclimate modelling,joeroe,https://github.com/joeroe/rpaleoclim,GitHub,https://CRAN.R-project.org/package=rpaleoclim,CRAN,,,https://rpaleoclim.joeroe.io,,,,https://archive.org/details/github.com-joeroe-rpaleoclim_-_2019-10-03_11-01-37,
aa5650,rtefact,https://open-archaeo.info/post/rtefact/,rtefact,"Brings together a range of methods for analysing the time series, shapes and other properties of archaeological artefacts.",Packages and libraries,R,language,Artefact morphology,ahb108,https://github.com/ahb108/rtfact,GitHub,,,,,,,,,https://archive.org/details/github.com-ahb108-rtfact_-_2021-01-25_09-24-54,
fd129f,rtibuilder,https://open-archaeo.info/post/rtibuilder/,RTIBuilder,A software interface to a set of tools that process your captured image set to produce the final rti files. The rtibuilder download includes the hemispherical harmonics (hsh) fitter to create .rti files.,Standalone software,,,Photogrammetry,culturalheritageimaging,,,,,,,http://culturalheritageimaging.org/What_We_Offer/Downloads/Process/index.html,,,,,
a58971,rtiviewer,https://open-archaeo.info/post/rtiviewer/,RTIViewer,"Enables you to view and explore reflectance transformation imaging (rti) files at very high resolution (polynomial texture maps, hemispherical harmonics map, and multiview rti). You can view image files stored on your local file system, and remote files through http.",Standalone software,,,Photogrammetry,culturalheritageimaging,,,,,,,http://culturalheritageimaging.org/What_We_Offer/Downloads/View/index.html,,,,,
19c6c4,sdsanalysis,https://open-archaeo.info/post/sdsanalysis/,sdsanalysis,"Dsanalysis is the backbone of the sdsbrowser webapp, and can be employed to analyse sds stone artefact data in r.",Packages and libraries,R,language,Artefact morphology,Johanna-Mestorf-Academy,https://github.com/Johanna-Mestorf-Academy/sdsanalysis,GitHub,,,,,,,,,https://archive.org/details/github.com-Johanna-Mestorf-Academy-sdsanalysis_-_2018-12-13_13-20-29,
3fd5ca,sdsbrowser,https://open-archaeo.info/post/sdsbrowser/,sdsbrowser,Sdsbrowser is an r shiny webapp developed to make the available sds datasets (following the systematic and digital documentation of stone artefacts recording system) more accessible. It is designed to give you a quick overview on the spatial and temporal scope of sites previously analysed with sds and the distribution of artefacts within these sites.,Scripts,R,language,Artefact morphology,Johanna-Mestorf-Academy,https://github.com/Johanna-Mestorf-Academy/sdsbrowser,GitHub,,,,,http://sds.ufg.uni-kiel.de/,,,,https://archive.org/details/github.com-Johanna-Mestorf-Academy-sdsbrowser_-_2018-12-12_12-44-35,
e50a0f,seahors,https://open-archaeo.info/post/seahors/,SEAHORS,R Shiny application that allows easy and quick exploration of the spatial distribution of archaeological objects.,Packages and libraries,R,language,Spatial analysis,AurelienRoyer,https://github.com/AurelienRoyer/SEAHORS,GitHub,,,,,,,,,,
37c0d3,senscape,https://open-archaeo.info/post/senscape/,senscape,"A toolbox for modelling human perception of topography for qgis, based on qgis viewshed module.",Packages and libraries,QGIS,host application,Spatial analysis|Viewshed analysis,zoran-cuckovic,https://github.com/zoran-cuckovic/senscape,GitHub,,,,,,,,,https://archive.org/details/github.com-zoran-cuckovic-senscape_-_2017-09-24_10-34-14,
